"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YKL137W","336","546","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","552","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","553","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","559","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","709","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","896","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL138C","396","539","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","569","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","593","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","618","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","636","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","642","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","648","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","929","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C","396","991","Mitochondrial Ribosomal Protein, Large subunit"
"YKL138C-A","210","464","Helper of ASK1"
"YKL138C-A","210","502","Helper of ASK1"
"YKL138C-A","210","514","Helper of ASK1"
"YKL138C-A","210","520","Helper of ASK1"
"YKL138C-A","210","526","Helper of ASK1"
"YKL138C-A","210","529","Helper of ASK1"
"YKL138C-A","210","535","Helper of ASK1"
"YKL138C-A","210","541","Helper of ASK1"
"YKL138C-A","210","549","Helper of ASK1"
"YKL138C-A","210","609","Helper of ASK1"
"YKL138C-A","210","950","Helper of ASK1"
"YKL139W","1587","1813","Carboxy-Terminal domain Kinase"
"YKL139W","1587","1826","Carboxy-Terminal domain Kinase"
"YKL139W","1587","1829","Carboxy-Terminal domain Kinase"
"YKL140W","1647","2140","TriGlyceride Lipase"
"YKL140W","1647","2153","TriGlyceride Lipase"
"YKL141W","597","705","Succinate DeHydrogenase"
"YKL141W","597","711","Succinate DeHydrogenase"
"YKL141W","597","717","Succinate DeHydrogenase"
"YKL141W","597","721","Succinate DeHydrogenase"
"YKL141W","597","723","Succinate DeHydrogenase"
"YKL141W","597","723","Succinate DeHydrogenase"
"YKL141W","597","729","Succinate DeHydrogenase"
"YKL141W","597","733","Succinate DeHydrogenase"
"YKL141W","597","738","Succinate DeHydrogenase"
"YKL141W","597","739","Succinate DeHydrogenase"
"YKL141W","597","748","Succinate DeHydrogenase"
"YKL141W","597","754","Succinate DeHydrogenase"
"YKL141W","597","764","Succinate DeHydrogenase"
"YKL141W","597","769","Succinate DeHydrogenase"
"YKL141W","597","975","Succinate DeHydrogenase"
"YKL141W","597","1054","Succinate DeHydrogenase"
"YKL142W","660","842","Mitochondrial Ribosomal Protein"
"YKL142W","660","849","Mitochondrial Ribosomal Protein"
"YKL142W","660","858","Mitochondrial Ribosomal Protein"
"YKL142W","660","871","Mitochondrial Ribosomal Protein"
"YKL142W","660","879","Mitochondrial Ribosomal Protein"
"YKL142W","660","884","Mitochondrial Ribosomal Protein"
"YKL142W","660","897","Mitochondrial Ribosomal Protein"
"YKL142W","660","917","Mitochondrial Ribosomal Protein"
"YKL142W","660","956","Mitochondrial Ribosomal Protein"
"YKL143W","1392","1519","Low Temperature Viability"
"YKL143W","1392","1526","Low Temperature Viability"
"YKL143W","1392","1527","Low Temperature Viability"
"YKL143W","1392","1534","Low Temperature Viability"
"YKL143W","1392","1582","Low Temperature Viability"
"YKL143W","1392","1590","Low Temperature Viability"
"YKL143W","1392","1814","Low Temperature Viability"
"YKL143W","1392","2133","Low Temperature Viability"
"YKL144C","639","812","RNA Polymerase C"
"YKL144C","639","830","RNA Polymerase C"
"YKL144C","639","854","RNA Polymerase C"
"YKL144C","639","925","RNA Polymerase C"
"YKL144C","639","969","RNA Polymerase C"
"YKL145W","1404","1666","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"YKL145W-A","93","1206",""
"YKL145W-A","93","1459",""
"YKL146W","2079","2181","Amino acid Vacuolar Transport"
"YKL146W","2079","2181","Amino acid Vacuolar Transport"
"YKL146W","2079","2186","Amino acid Vacuolar Transport"
"YKL146W","2079","2192","Amino acid Vacuolar Transport"
"YKL146W","2079","2337","Amino acid Vacuolar Transport"
"YKL146W","2079","2391","Amino acid Vacuolar Transport"
"YKL148C","1923","2263","Succinate DeHydrogenase"
"YKL148C","1923","2304","Succinate DeHydrogenase"
"YKL148C","1923","2332","Succinate DeHydrogenase"
"YKL149C","1218","1430","DeBRanching"
"YKL149C","1218","1447","DeBRanching"
"YKL150W","909","1311","Mitochondrial NADH-Cytochrome b5 Reductase"
"YKL150W","909","1361","Mitochondrial NADH-Cytochrome b5 Reductase"
"YKL151C","1014","2127","Nicotinamide Nucleotide Repair"
"YKL152C","744","876","Glycerate PhosphoMutase"
"YKL152C","744","884","Glycerate PhosphoMutase"
"YKL152C","744","892","Glycerate PhosphoMutase"
"YKL152C","744","910","Glycerate PhosphoMutase"
"YKL152C","744","924","Glycerate PhosphoMutase"
"YKL152C","744","932","Glycerate PhosphoMutase"
"YKL152C","744","940","Glycerate PhosphoMutase"
"YKL152C","744","949","Glycerate PhosphoMutase"
"YKL152C","744","1062","Glycerate PhosphoMutase"
"YKL152C","744","1403","Glycerate PhosphoMutase"
"YKL154W","735","950","Signal Recognition Particle"
"YKL154W","735","1296","Signal Recognition Particle"
"YKL155C","1887","2032","Ribosomal Small subunit of Mitochondria"
"YKL155C","1887","2062","Ribosomal Small subunit of Mitochondria"
"YKL156W","600","786","Ribosomal Protein of the Small subunit"
"YKL156W","600","825","Ribosomal Protein of the Small subunit"
"YKL156W","600","830","Ribosomal Protein of the Small subunit"
"YKL156W","600","839","Ribosomal Protein of the Small subunit"
"YKL156W","600","844","Ribosomal Protein of the Small subunit"
"YKL156W","600","855","Ribosomal Protein of the Small subunit"
"YKL156W","600","860","Ribosomal Protein of the Small subunit"
"YKL156W","600","890","Ribosomal Protein of the Small subunit"
"YKL156W","600","928","Ribosomal Protein of the Small subunit"
"YKL157W","3242","3364","AminoPEptidase"
"YKL157W","3242","3420","AminoPEptidase"
"YKL157W","3242","3485","AminoPEptidase"
"YKL159C","636","762","Regulator of CalciNeurin"
"YKL159C","636","1326","Regulator of CalciNeurin"
"YKL159C","636","1360","Regulator of CalciNeurin"
"YKL160W","438","508","ELongation Factor"
"YKL160W","438","513","ELongation Factor"
"YKL160W","438","518","ELongation Factor"
"YKL160W","438","523","ELongation Factor"
"YKL160W","438","523","ELongation Factor"
"YKL160W","438","523","ELongation Factor"
"YKL160W","438","528","ELongation Factor"
"YKL160W","438","531","ELongation Factor"
"YKL160W","438","533","ELongation Factor"
"YKL160W","438","536","ELongation Factor"
"YKL160W","438","538","ELongation Factor"
"YKL160W","438","541","ELongation Factor"
"YKL160W","438","541","ELongation Factor"
"YKL160W","438","546","ELongation Factor"
"YKL160W","438","556","ELongation Factor"
"YKL160W","438","565","ELongation Factor"
"YKL160W","438","1624","ELongation Factor"
"YKL160W","438","1680","ELongation Factor"
"YKL161C","1302","1894","Kinase Dead X-talker"
"YKL161C","1302","1916","Kinase Dead X-talker"
"YKL162C","1209","1464",""
"YKL162C","1209","1470",""
"YKL162C-A","153","585",""
"YKL163W","978","1424","Protein containing Internal Repeats"
"YKL163W","978","2133","Protein containing Internal Repeats"
"YKL164C","1026","1336","Protein containing Internal Repeats"
"YKL164C","1026","1342","Protein containing Internal Repeats"
"YKL164C","1026","1364","Protein containing Internal Repeats"
"YKL164C","1026","1520","Protein containing Internal Repeats"
"YKL164C","1026","1643","Protein containing Internal Repeats"
"YKL165C","2760","2962","Morphogenesis Checkpoint Dependent"
"YKL165C","2760","2973","Morphogenesis Checkpoint Dependent"
"YKL166C","1197","1632","Takashi's Protein Kinase"
"YKL166C","1197","1636","Takashi's Protein Kinase"
"YKL167C","414","531","Mitochondrial Ribosomal Protein"
"YKL167C","414","536","Mitochondrial Ribosomal Protein"
"YKL167C","414","541","Mitochondrial Ribosomal Protein"
"YKL167C","414","545","Mitochondrial Ribosomal Protein"
"YKL167C","414","546","Mitochondrial Ribosomal Protein"
"YKL167C","414","555","Mitochondrial Ribosomal Protein"
"YKL167C","414","561","Mitochondrial Ribosomal Protein"
"YKL167C","414","567","Mitochondrial Ribosomal Protein"
"YKL167C","414","581","Mitochondrial Ribosomal Protein"
"YKL167C","414","632","Mitochondrial Ribosomal Protein"
"YKL167C","414","678","Mitochondrial Ribosomal Protein"
"YKL167C","414","827","Mitochondrial Ribosomal Protein"
"YKL168C","2175","2380",""
"YKL168C","2175","2487",""
"YKL169C","384","902",""
"YKL169C","384","2354",""
"YKL170W","417","580","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","589","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","590","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","626","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","631","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","632","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","636","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","642","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","654","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","659","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","664","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","670","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","692","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","713","Mitochondrial Ribosomal Protein, Large subunit"
"YKL170W","417","770","Mitochondrial Ribosomal Protein, Large subunit"
"YKL172W","1284","1470","EBNA1-binding protein (homolog)"
"YKL172W","1284","1471","EBNA1-binding protein (homolog)"
"YKL173W","3027","3148","Small NUclear ribonucleoprotein associated"
"YKL173W","3027","3154","Small NUclear ribonucleoprotein associated"
"YKL173W","3027","3227","Small NUclear ribonucleoprotein associated"
"YKL174C","1857","2081","Transporter of POlyamines"
"YKL174C","1857","2110","Transporter of POlyamines"
"YKL175W","1512","1619","Zinc-Regulated Transporter"
"YKL175W","1512","1635","Zinc-Regulated Transporter"
"YKL175W","1512","1847","Zinc-Regulated Transporter"
"YKL175W","1512","1917","Zinc-Regulated Transporter"
"YKL176C","2487","2875","Lethal with Sec Thirteen"
"YKL176C","2487","3113","Lethal with Sec Thirteen"
"YKL177W","339","570",""
"YKL178C","1413","1729","STErile"
"YKL178C","1413","1732","STErile"
"YKL179C","2040","2221","CASP Of Yeast"
"YKL180W","861","914","Ribosomal Protein of the Large subunit"
"YKL180W","861","926","Ribosomal Protein of the Large subunit"
"YKL180W","861","932","Ribosomal Protein of the Large subunit"
"YKL180W","861","942","Ribosomal Protein of the Large subunit"
"YKL180W","861","948","Ribosomal Protein of the Large subunit"
"YKL180W","861","948","Ribosomal Protein of the Large subunit"
"YKL180W","861","953","Ribosomal Protein of the Large subunit"
"YKL180W","861","953","Ribosomal Protein of the Large subunit"
"YKL180W","861","959","Ribosomal Protein of the Large subunit"
"YKL180W","861","959","Ribosomal Protein of the Large subunit"
"YKL180W","861","965","Ribosomal Protein of the Large subunit"
"YKL180W","861","968","Ribosomal Protein of the Large subunit"
"YKL180W","861","969","Ribosomal Protein of the Large subunit"
"YKL180W","861","974","Ribosomal Protein of the Large subunit"
"YKL180W","861","974","Ribosomal Protein of the Large subunit"
"YKL180W","861","975","Ribosomal Protein of the Large subunit"
"YKL180W","861","979","Ribosomal Protein of the Large subunit"
"YKL180W","861","980","Ribosomal Protein of the Large subunit"
"YKL180W","861","985","Ribosomal Protein of the Large subunit"
"YKL180W","861","986","Ribosomal Protein of the Large subunit"
"YKL180W","861","991","Ribosomal Protein of the Large subunit"
"YKL180W","861","995","Ribosomal Protein of the Large subunit"
"YKL180W","861","997","Ribosomal Protein of the Large subunit"
"YKL180W","861","997","Ribosomal Protein of the Large subunit"
"YKL180W","861","1001","Ribosomal Protein of the Large subunit"
"YKL180W","861","1003","Ribosomal Protein of the Large subunit"
"YKL180W","861","1014","Ribosomal Protein of the Large subunit"
"YKL180W","861","1018","Ribosomal Protein of the Large subunit"
"YKL180W","861","1020","Ribosomal Protein of the Large subunit"
"YKL180W","861","1024","Ribosomal Protein of the Large subunit"
"YKL180W","861","1041","Ribosomal Protein of the Large subunit"
"YKL180W","861","1122","Ribosomal Protein of the Large subunit"
"YKL180W","861","1148","Ribosomal Protein of the Large subunit"
"YKL181W","1284","1550","PhosphoRibosylpyrophosphate Synthetase"
"YKL181W","1284","1559","PhosphoRibosylpyrophosphate Synthetase"
"YKL181W","1284","1608","PhosphoRibosylpyrophosphate Synthetase"
"YKL181W","1284","1617","PhosphoRibosylpyrophosphate Synthetase"
"YKL181W","1284","1684","PhosphoRibosylpyrophosphate Synthetase"
"YKL181W","1284","1741","PhosphoRibosylpyrophosphate Synthetase"
"YKL183W","921","1739","LOw Temperature-responsive"
"YKL183W","921","1799","LOw Temperature-responsive"
"YKL184W","1401","1919","SPErmidine auxotroph"
"YKL184W","1401","1929","SPErmidine auxotroph"
"YKL185W","1767","2234","Asymmetric Synthesis of HO"
"YKL185W","1767","2239","Asymmetric Synthesis of HO"
"YKL185W","1767","2245","Asymmetric Synthesis of HO"
"YKL185W","1767","2255","Asymmetric Synthesis of HO"
"YKL185W","1767","2263","Asymmetric Synthesis of HO"
"YKL186C","555","1116","Mrna TRansport"
"YKL186C","555","1124","Mrna TRansport"
"YKL189W","1200","1414",""
"YKL189W","1200","1429",""
"YKL189W","1200","1648",""
"YKL189W","1200","1689",""
"YKL190W","604","788","CalciNeurin subunit B"
"YKL190W","604","793","CalciNeurin subunit B"
"YKL190W","604","803","CalciNeurin subunit B"
"YKL190W","604","808","CalciNeurin subunit B"
"YKL190W","604","810","CalciNeurin subunit B"
"YKL190W","604","815","CalciNeurin subunit B"
"YKL190W","604","1043","CalciNeurin subunit B"
"YKL190W","604","1061","CalciNeurin subunit B"
"YKL191W","1605","1748","DiPHthamide"
"YKL191W","1605","1757","DiPHthamide"
"YKL192C","378","517","Acyl Carrier Protein"
"YKL192C","378","534","Acyl Carrier Protein"
"YKL192C","378","535","Acyl Carrier Protein"
"YKL192C","378","540","Acyl Carrier Protein"
"YKL192C","378","546","Acyl Carrier Protein"
"YKL192C","378","552","Acyl Carrier Protein"
"YKL192C","378","558","Acyl Carrier Protein"
"YKL192C","378","558","Acyl Carrier Protein"
"YKL192C","378","564","Acyl Carrier Protein"
"YKL192C","378","575","Acyl Carrier Protein"
"YKL192C","378","604","Acyl Carrier Protein"
"YKL192C","378","610","Acyl Carrier Protein"
"YKL193C","1017","1168","homolog of S. pombe SDS22"
"YKL193C","1017","1173","homolog of S. pombe SDS22"
"YKL194C","1389","1618","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"YKL194C","1389","1631","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"YKL194C","1389","1648","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"YKL194C","1389","1671","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"YKL194C","1389","1694","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"YKL195W","1212","1364","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1369","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1375","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1380","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1385","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1392","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1397","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1402","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1408","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1418","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1425","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1515","Mitochondrial intermembrane space Import and Assembly"
"YKL195W","1212","1544","Mitochondrial intermembrane space Import and Assembly"
"YKL196C","603","748",""
"YKL196C","603","752",""
"YKL196C","603","757",""
"YKL196C","603","768",""
"YKL196C","603","771",""
"YKL196C","603","781",""
"YKL196C","603","789",""
"YKL196C","603","794",""
"YKL196C","603","798",""
"YKL196C","603","799",""
"YKL196C","603","807",""
"YKL196C","603","808",""
"YKL196C","603","818",""
"YKL196C","603","828",""
"YKL196C","603","833",""
"YKL196C","603","838",""
"YKL196C","603","857",""
"YKL196C","603","863",""
"YKL196C","603","880",""
"YKL197C","3132","3562","PEroXin"
"YKL198C","1989","2175","Putative serine/Threonine protein Kinase"
"YKL198C","1989","2359","Putative serine/Threonine protein Kinase"
"YKL204W","1899","2068","EIF4E-Associated Protein"
